작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,빨강색보존,메모
1034,제어,0x9F5E,0x9F5F,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F5E→0x9F60. 제어토큰 기존 바이트 유지.
1035,제어,0x9F60,0x9F61,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F60→0x9F62. 제어토큰 기존 바이트 유지.
1036,제어,0x9F62,0x9F64,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F62→0x9F65. 제어토큰 기존 바이트 유지.
1037,제어,0x9F65,0x9F66,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F65→0x9F67. 제어토큰 기존 바이트 유지.
1038,문자,0x9F67,0x9F68,864,응,70 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1039,문자,0x9F69,0x9F6A,865,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1040,문자,0x9F6B,0x9F6C,866,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1041,제어,0x9F6D,0x9F70,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F6D→0x9F71. 제어토큰 기존 바이트 유지.
1042,문자,0x9F71,0x9F72,867,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1043,문자,0x9F73,0x9F74,868,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1044,문자,0x9F75,0x9F76,869,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1045,문자,0x9F77,0x9F78,870,래,30 31,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1046,문자,0x9F79,0x9F7A,871,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1047,문자,0x9F7B,0x9F7C,872,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1048,문자,0x9F7D,0x9F7E,873,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1049,문자,0x9F7F,0x9F80,874,!,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1050,제어,0x9F81,0x9F84,,,12 00 21 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F81→0x9F85. 제어토큰 기존 바이트 유지.
1051,제어,0x9F85,0x9F87,,,19 00 7D,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F85→0x9F88. 제어토큰 기존 바이트 유지.
1052,제어,0x9F88,0x9F89,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F88→0x9F8A. 제어토큰 기존 바이트 유지.
1053,제어,0x9F8A,0x9F8B,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F8A→0x9F8C. 제어토큰 기존 바이트 유지.
1054,제어,0x9F8C,0x9F8E,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F8C→0x9F8F. 제어토큰 기존 바이트 유지.
1055,제어,0x9F8F,0x9F90,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F8F→0x9F91. 제어토큰 기존 바이트 유지.
1056,제어,0x9F91,0x9F93,,,1B 00 80,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F91→0x9F94. 제어토큰 기존 바이트 유지.
1057,제어,0x9F94,0x9F95,,,10 11,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F94→0x9F96. 제어토큰 기존 바이트 유지.
1058,제어,0x9F96,0x9F97,,,10 11,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F96→0x9F98. 제어토큰 기존 바이트 유지.
1059,제어,0x9F98,0x9F9B,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9F98→0x9F9C. 제어토큰 기존 바이트 유지.
1060,문자,0x9F9C,0x9F9D,875,고,80 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1061,문자,0x9F9E,0x9F9F,876,마,B0 34,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1062,문자,0x9FA0,0x9FA1,877,워,F0 D7,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1063,제어,0x9FA2,0x9FA5,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9FA2→0x9FA6. 제어토큰 기존 바이트 유지.
1064,문자,0x9FA6,0x9FA7,878,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1065,문자,0x9FA8,0x9FA9,879,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1066,문자,0x9FAA,0x9FAB,880,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1067,제어,0x9FAC,0x9FAE,,,12 00 20,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9FAC→0x9FAF. 제어토큰 기존 바이트 유지.
1068,문자,0x9FAF,0x9FB0,881,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1069,문자,0x9FB1,0x9FB2,882,점,D0 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1070,문자,0x9FB3,0x9FB4,883,점,D0 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1071,문자,0x9FB5,0x9FB6,884,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1072,문자,0x9FB7,0x9FB8,885,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1073,문자,0x9FB9,0x9FBA,886,두,B0 2E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1074,문자,0x9FBB,0x9FBC,887,워,F0 D7,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1075,문자,0x9FBD,0x9FBE,888,져,F0 E7,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1076,문자,0x9FBF,0x9FC0,889,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1077,문자,0x9FC1,0x9FC2,890,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1078,문자,0x9FC3,0x9FC4,891,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1079,제어,0x9FC5,0x9FC8,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9FC5→0x9FC9. 제어토큰 기존 바이트 유지.
1080,문자,0x9FC9,0x9FCA,892,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1081,문자,0x9FCB,0x9FCC,893,이,90 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1082,문자,0x9FCD,0x9FCE,894,제,F0 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1083,문자,0x9FCF,0x9FD0,895,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1084,문자,0x9FD1,0x9FD2,896,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1085,문자,0x9FD3,0x9FD4,897,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1086,제어,0x9FD5,0x9FD7,,,12 00 20,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9FD5→0x9FD8. 제어토큰 기존 바이트 유지.
1087,문자,0x9FD8,0x9FD9,898,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1088,문자,0x9FDA,0x9FDB,899,잘,40 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1089,문자,0x9FDC,0x9FDD,900,、,20 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1090,문자,0x9FDE,0x9FDF,901,안,00 5A,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1091,문자,0x9FE0,0x9FE1,902,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1092,문자,0x9FE2,0x9FE3,903,보,B0 3B,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1093,문자,0x9FE4,0x9FE5,904,여,50 9F,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1094,문자,0x9FE6,0x9FE7,905,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1095,문자,0x9FE8,0x9FE9,906,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1096,문자,0x9FEA,0x9FEB,907,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1097,문자,0x9FEC,0x9FED,908,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1098,문자,0x9FEE,0x9FEF,909,잘,40 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1099,문자,0x9FF0,0x9FF1,910,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1100,문자,0x9FF2,0x9FF3,911,있,F0 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1101,문자,0x9FF4,0x9FF5,912,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1102,문자,0x9FF6,0x9FF7,913,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1103,문자,0x9FF8,0x9FF9,914,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1104,문자,0x9FFA,0x9FFB,915,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1105,제어,0x9FFC,0x9FFF,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9FFC→0xA000. 제어토큰 기존 바이트 유지.
1106,문자,0xA000,0xA001,916,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1107,문자,0xA002,0xA003,917,유,20 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1108,문자,0xA004,0xA005,918,코,10 E2,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
1109,문자,0xA006,0xA007,919,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1110,문자,0xA008,0xA009,920,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1111,문자,0xA00A,0xA00B,921,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1112,제어,0xA00C,0xA00E,,,19 00 7E,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA00C→0xA00F. 제어토큰 기존 바이트 유지.
1113,제어,0xA00F,0xA010,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA00F→0xA011. 제어토큰 기존 바이트 유지.
1114,제어,0xA011,0xA012,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA011→0xA013. 제어토큰 기존 바이트 유지.
1115,제어,0xA013,0xA015,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA013→0xA016. 제어토큰 기존 바이트 유지.
1116,제어,0xA016,0xA017,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA016→0xA018. 제어토큰 기존 바이트 유지.
1117,제어,0xA018,0xA01C,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA018→0xA01D. 제어토큰 기존 바이트 유지.
1118,문자,0xA01D,0xA021,922,레,A1 31 34 31 00,5,c75252,Y,빨강색 수동 입력 문자행: 사용자 입력 바이트값 유지. 주소/슬롯만 재지정하고 패치에는 보존값 그대로 적용.
1119,문자,0xA022,0xA026,923,이,91 DE 34 31 00,5,c75252,Y,빨강색 수동 입력 문자행: 사용자 입력 바이트값 유지. 주소/슬롯만 재지정하고 패치에는 보존값 그대로 적용.
1120,문자,0xA027,0xA02B,924,코,11 E2 34 31 00,5,c75252,Y,빨강색 수동 입력 문자행: 사용자 입력 바이트값 유지. 주소/슬롯만 재지정하고 패치에는 보존값 그대로 적용.
1121,문자,0xA02C,0xA02D,925,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1122,문자,0xA02E,0xA02F,926,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1123,문자,0xA030,0xA031,927,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1124,제어,0xA032,0xA036,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA032→0xA037. 제어토큰 기존 바이트 유지.
1125,문자,0xA037,0xA038,928,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1126,제어,0xA039,0xA03D,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA039→0xA03E. 제어토큰 기존 바이트 유지.
1127,문자,0xA03E,0xA03F,929,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1128,문자,0xA040,0xA044,930,레,A1 31 34 31 00,5,c75252,Y,빨강색 수동 입력 문자행: 사용자 입력 바이트값 유지. 주소/슬롯만 재지정하고 패치에는 보존값 그대로 적용.
1129,문자,0xA045,0xA049,931,이,91 DE 34 35 00,5,c75252,Y,빨강색 수동 입력 문자행: 사용자 입력 바이트값 유지. 주소/슬롯만 재지정하고 패치에는 보존값 그대로 적용.
1130,문자,0xA04A,0xA04B,932,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1131,문자,0xA04C,0xA04D,933,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1132,문자,0xA04E,0xA04F,934,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1133,문자,0xA050,0xA051,935,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1134,제어,0xA052,0xA055,,,12 00 12 50,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA052→0xA056. 제어토큰 기존 바이트 유지.
1135,문자,0xA056,0xA057,936,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1136,문자,0xA058,0xA059,937,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1137,문자,0xA05A,0xA05B,938,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1138,제어,0xA05C,0xA05D,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA05C→0xA05E. 제어토큰 기존 바이트 유지.
1139,문자,0xA05E,0xA05F,939,왜,F8 C5,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1140,문자,0xA060,0xA061,940,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1141,문자,0xA062,0xA063,941,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1142,문자,0xA064,0xA065,942,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1143,문자,0xA066,0xA067,943,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1144,문자,0xA068,0xA069,944,네,98 25,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1145,문자,0xA06A,0xA06B,945,가,A8 17,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1146,문자,0xA06C,0xA06D,946,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1147,문자,0xA06E,0xA06F,947,죽,F8 F7,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1148,문자,0xA070,0xA071,948,어,08 70,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1149,문자,0xA072,0xA073,949,야,08 6C,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1150,문자,0xA074,0xA075,950,만,D8 34,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1151,문자,0xA076,0xA077,951,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1152,문자,0xA078,0xA079,952,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1153,문자,0xA07A,0xA07B,953,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1154,문자,0xA07C,0xA07D,954,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1155,문자,0xA07E,0xA07F,955,하,58 E3,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1156,문자,0xA080,0xA081,956,는,E8 25,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1157,문자,0xA082,0xA083,957,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1158,문자,0xA084,0xA085,958,건,B8 1D,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1159,문자,0xA086,0xA087,959,데,F8 2D,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1160,문자,0xA088,0xA089,960,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1161,제어,0xA08A,0xA08B,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA08A→0xA08C. 제어토큰 기존 바이트 유지.
1162,문자,0xA08C,0xA08D,961,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1163,제어,0xA08E,0xA091,,,12 00 24 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA08E→0xA092. 제어토큰 기존 바이트 유지.
1164,문자,0xA092,0xA093,962,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1165,제어,0xA094,0xA096,,,19 00 68,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA094→0xA097. 제어토큰 기존 바이트 유지.
1166,제어,0xA097,0xA098,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA097→0xA099. 제어토큰 기존 바이트 유지.
1167,제어,0xA099,0xA09A,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA099→0xA09B. 제어토큰 기존 바이트 유지.
1168,제어,0xA09B,0xA09D,,,1A 00 03,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA09B→0xA09E. 제어토큰 기존 바이트 유지.
1169,제어,0xA09E,0xA09F,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0xA09E→0xA0A0. 제어토큰 기존 바이트 유지.
1170,문자,0xA0A0,0xA0A1,963,흐,08 E5,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1171,문자,0xA0A2,0xA0A3,964,하,58 E3,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1172,문자,0xA0A4,0xA0A5,965,하,58 E3,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1173,문자,0xA0A6,0xA0A7,966,하,58 E3,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1174,문자,0xA0A8,0xA0A9,967,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1175,문자,0xA0AA,0xA0AB,968,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1176,문자,0xA0AC,0xA0AD,969,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1177,문자,0xA0AE,0xA0AF,970,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1178,문자,0xA0B0,0xA0B1,971,어,08 70,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1179,문자,0xA0B2,0xA0B3,972,리,78 34,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1180,문자,0xA0B4,0xA0B5,973,석,68 3D,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1181,문자,0xA0B6,0xA0B7,974,은,48 DE,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1182,문자,0xA0B8,0xA0B9,975,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1183,문자,0xA0BA,0xA0BB,976,것,F8 1D,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1184,문자,0xA0BC,0xA0BD,977,、,20 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1185,문자,0xA0BE,0xA0BF,978,정,F8 DF,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1186,문자,0xA0C0,0xA0C1,979,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1187,문자,0xA0C2,0xA0C3,980,따,48 30,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1188,문자,0xA0C4,0xA0C5,981,위,08 DE,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1189,문자,0xA0C6,0xA0C7,982,에,48 9F,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1190,문자,0xA0C8,0xA0C9,983,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1191,문자,0xA0CA,0xA0CB,984,얽,08 7A,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1192,문자,0xA0CC,0xA0CD,985,매,38 35,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1193,문자,0xA0CE,0xA0CF,986,이,98 DE,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1194,문자,0xA0D0,0xA0D1,987,다,C8 27,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1195,문자,0xA0D2,0xA0D3,988,니,F8 25,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1196,문자,0xA0D4,0xA0D5,989,。,30 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
1197,문자,0xA0D6,0xA0D7,990,어,08 70,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1198,문자,0xA0D8,0xA0D9,991,설,88 3D,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1199,문자,0xA0DA,0xA0DB,992,프,18 E3,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1200,문자,0xA0DC,0xA0DD,993,게,08 20,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1201,문자,0xA0DE,0xA0DF,994,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
1202,문자,0xA0E0,0xA0E1,995,베,98 3B,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
1203,문자,0xA0E2,0xA0E3,996,니,F8 25,2,e2f0d9,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
